 , 
PL,"        5,173,068.72"
Yield Medio,104.63%
Prazo Medio,               21.10
Ticket Medio,"           54,848.42"
Ticket Maximo,"          201,145.52"
Maior exposição cedente,"        2,626,022.90"
Maior exposicao sacado,"        1,444,721.52"
Operacoes no mes,71
Cedentes Ativos,3
Sacados Ativos,20
PDD,"            7,223.60"
Atraso %,9.93%
Atraso Nominal,"          508,031.45"
