Date,cota
20190215,1515.69119
20190218,1508.41704
20190219,1506.961319
20190220,1505.293086
20190221,1503.6202560000002
20190222,1501.94633
20190225,1494.650201
20190226,1492.6889019999999
20190227,1493.7611029999998
20190228,1491.362028
20190301,1485.249941
20190306,1452.836292
20190307,1446.965348
20190308,1441.527658
20190311,1422.182599
20190312,1416.3271300000001
20190313,1411.516077
20190314,1405.6828679999999
20190315,1400.462566
20190318,1384.537378
20190319,1381.031748
20190320,1378.2094240000001
20190321,1375.165308
20190322,1371.52708
20190325,1364.0150130000002
20190326,1375.355808
20190327,1370.802937
20190328,1365.33087
20190329,1360.493621
20190401,1352.4823820000001
20190402,1354.924352
20190403,1354.734972
20190404,1352.8731
20190405,1350.8977929999999
20190408,1343.634093
20190409,1341.884427
20190410,1338.836761
20190411,1337.3009869999999
20190412,1333.8248529999998
20190415,1323.0117289999998
20190416,1322.7187470000001
20190417,1320.705949
20190418,1317.1432220000002
20190422,1326.732118
20190423,1326.1897310000002
20190424,1322.825169
20190425,1349.625858
20190426,1349.888809
20190429,1349.485027
20190430,1349.538076
20190502,1345.039578
20190503,1343.823073
20190506,1336.753624
20190507,1335.131764
20190508,1333.4203519999999
20190509,1328.763078
20190510,1328.5865800000001
20190513,1328.312738
20190514,1327.520364
20190515,1328.3458269999999
20190516,1327.303766
20190517,1326.8064980000001
20190520,1320.421194
20190521,1319.8023560000001
20190522,1318.153743
20190523,1317.0588380000002
20190524,1316.435641
20190527,1312.708234
20190528,1311.2361130000002
20190529,1309.632239
20190530,1316.293851
20190531,1315.537228
20190603,1311.026623
20190604,1312.276428
20190605,1317.124688
20190606,1315.3195699999999
20190607,1313.270641
20190610,1304.193127
20190611,1302.773974
20190612,1303.56753
20190613,1302.288158
20190614,1299.997307
20190617,1291.439662
20190618,1289.889023
20190619,1288.075827
20190621,1282.53
20190624,1277.531783
20190625,1275.225359
20190626,1273.184414
20190627,1271.508947
20190628,1269.470226
20190701,1261.742178
20190702,1267.069747
20190703,1266.0138220000001
20190704,1264.639536
20190705,1263.5250640000002
20190708,1259.550624
20190709,1258.5764609999999
20190710,1259.1455970000002
20190711,1260.176509
20190712,1267.357234
20190715,1263.323486
20190716,1325.809478
20190717,1326.485639
20190718,1326.19247
20190719,1324.8472279999999
20190722,1321.80106
20190723,1321.939562
20190724,1321.69115
20190725,1331.992809
20190726,1318.2224800000001
20190729,1261.847969
20190730,1261.298961
20190731,1263.200474
20190801,1260.4392380000002
20190802,1255.881637
20190805,1252.79551
20190806,1254.233492
20190807,1250.994268
20190808,1251.494226
20190809,1247.8261730000002
20190812,1247.556909
20190813,1247.7150960000001
20190814,1244.941372
20190815,1243.641809
20190816,1232.6665070000001
20190819,1228.3182869999998
20190820,1226.5153480000001
20190821,1227.479272
20190822,1223.9126720000002
20190823,1221.0032390000001
20190826,1227.356814
20190827,1220.979461
20190828,1205.763217
20190829,1214.480147
20190830,1215.69433666
20190902,1265.83299333
20190903,1265.27276667
20190904,1264.79580444
20190905,1263.67415222
20190906,1259.77922111
20190909,1259.23232889
20190910,1263.87530667
20190911,1268.17376222
20190912,1266.9729
20190913,1271.54367
20190916,1369.09209444
20190917,1383.73326778
20190918,1383.31581
20190919,1382.5211
20190920,1388.03796444
20190923,1383.92228222
20190924,1391.67327667
20190925,1396.64017333
20190926,1394.64217444
20190927,1388.16102
20190930,1465.12231444
20191001,1478.62291889
20191002,1480.32950444
20191003,1481.40242444
20191004,1462.00080111
20191007,1423.38734
20191008,1448.69666111
20191009,1427.73035333
20191010,1415.94923444
20191011,1047.92262667
20191014,925.06111667
20191015,1006.54412333
20191016,998.92939889
20191017,913.24185444
20191018,950.48319111
20191021,919.05288667
20191022,906.73792556
20191023,904.55214222
20191024,890.23603667
20191025,874.82661667
20191028,1454.22450667
20191029,1420.93574222
20191030,1536.58950889
20191031,1536.67607
20191101,1506.00471778
20191104,1542.53539778
20191105,1568.17533222
20191106,1579.52528778
20191107,1579.18497444
20191108,1579.93719889
20191111,1577.06775333
20191112,1541.98687222
20191113,1571.23807222
20191114,1567.54081778
20191118,1569.19649667
20191119,1515.52572667
20191120,1516.43613444
20191121,1524.79583556
20191122,1478.08545444
20191125,1481.52389556
20191126,1516.32371111
20191127,1580.16792778
20191128,1580.13453222
20191129,1554.38886556
20191202,1584.41007556
20191203,1606.45755444
20191204,1595.74121111
20191205,1628.91585778
20191206,1623.12868889
20191209,1631.91452778
20191210,1624.68835333
20191211,1647.84368222
20191212,1637.93751444
20191213,1634.05918778
20191216,1640.0666
20191217,1675.84081444
20191218,1665.2749099999999
20191219,1768.5571899999998
20191220,1764.14492667
20191223,1760.13163889
20191224,1760.94781667
20191226,1768.79014222
20191227,1755.50200222
20191230,1785.40267444
20191231,1786.35934444
20200102,1878.66469667
20200103,1880.21775222
20200106,1843.82949889
20200107,1838.80259778
20200108,1805.81315333
20200109,1807.06967889
20200110,1813.48608889
20200113,1815.48697778
20200114,1834.63041111
20200115,1836.21533
20200116,1842.98362222
20200117,1839.44202111
20200120,1838.96186444
20200121,1835.0818100000001
20200122,1831.83666333
20200123,1836.59878667
20200124,1823.52771556
20200127,1826.6055399999998
20200128,1827.84273778
20200129,1832.45999111
20200130,1833.81455222
20200131,1807.03050778
20200203,1809.32812667
20200204,1803.15998444
20200205,1804.39575111
20200206,1808.96336889
20200207,1735.08187667
20200210,1739.27346444
20200211,1740.44499222
20200212,1735.57289111
20200213,1736.00914778
20200214,1739.70496444
20200217,1825.99967556
